怪物ID,模型id,触发脚本,攻击AI,显示名,技能类型,技能资源,目标特效,等级,目标特效,视野范围,获得经验,获得内功,血量,魔量,最小物防,最大物防,最小法防,最大法防,最小物攻,最大物攻,最小法攻,最大法攻,闪避,命中,等待时间,等待时间,移动速度,施放技能间隔时间,头像,喊话间隔,子类型,掉落组ID,巡逻范围,追击范围,是否可以被撞,切换目标ai类型,切换目标间隔,伤害系数,距离仇仇恨系数,编辑器目录,类型,怪物组别,传送点id,默认AI,巡逻速度,尸体消失时间,刷新时间,方向固定,暴击率,抗暴击,物理攻击减免,魔法减免,回血速度,是否显示刷新公告,是否显示掉落公告,BOSS积分,功能ID,功能参数,默认对话,是否会喊话,随机喊话,简单掉落ID,武器形象,翅膀形象,称号形象,采集时间,是否显示怪物归属,死亡是否显示墓碑
13000091,31050,default,50001,月魔,0,0,0,1,0,50,866,86,17334,0,0,0,0,0,112,208,112,208,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000092,31085,default,50001,祖玛弓箭手,0,0,0,2,0,50,914,91,18296,0,0,0,0,0,118,221,118,221,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000093,31579,default,50001,森林雪人,0,0,0,4,0,50,2889,288,57780,0,0,0,0,0,140,260,140,260,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000094,31027,default,50001,沙漠青蛇,0,0,0,6,0,50,963,96,19260,0,0,0,0,0,125,234,125,234,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000095,31061,default,50001,天狼蜘蛛,0,0,0,8,0,50,3129,312,62594,0,0,0,0,0,154,286,154,286,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000096,31121,default,50001,牛魔法老,0,0,0,9,0,50,1059,105,21186,0,0,0,0,0,133,247,133,247,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000097,31060,default,50001,黑鄂蜘蛛,0,0,0,10,0,50,4044,404,80892,0,0,0,0,0,280,520,280,520,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000098,31069,default,50001,魔龙斜眼,0,0,0,12,0,50,4333,433,86670,0,0,0,0,0,315,585,315,585,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000099,31601,default,50001,虎蛇,0,0,0,14,0,50,4815,481,96300,0,0,0,0,0,244,455,244,455,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000100,31594,default,50001,皇陵刀卫,0,0,0,16,0,50,5778,577,115560,0,0,0,0,0,266,494,266,494,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000101,31022,default,50001,半兽人,0,0,0,1,0,50,1053,105,21060,0,0,0,0,0,112,208,112,208,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000102,31026,default,50001,沙漠苍狼,0,0,0,2,0,50,1111,111,22230,0,0,0,0,0,118,221,118,221,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000103,31505,default,50001,巨鼠,0,0,0,4,0,50,3510,351,70200,0,0,0,0,0,140,260,140,260,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000104,31063,default,50001,双头血魔,0,0,0,6,0,50,1170,117,23400,0,0,0,0,0,125,234,125,234,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000105,31120,default,50001,牛魔祭司,0,0,0,8,0,50,3802,380,76050,0,0,0,0,0,154,286,154,286,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000106,31320,default,50001,黄沙统领,0,0,0,9,0,50,1287,128,25740,0,0,0,0,0,133,247,133,247,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000107,31530,default,50001,尸卫,0,0,0,10,0,50,4914,491,98280,0,0,0,0,0,280,520,280,520,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000108,31514,default,50001,毒蜘蛛,0,0,0,12,0,50,5265,526,105300,0,0,0,0,0,315,585,315,585,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000109,31022,default,50001,半兽人,0,0,0,14,0,50,5850,585,117000,0,0,0,0,0,244,455,244,455,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000110,31082,default,50001,冰宫巡逻兵,0,0,0,16,0,50,7020,702,140400,0,0,0,0,0,266,494,266,494,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000111,31601,default,50001,虎蛇,0,0,0,1,0,50,1296,129,25920,0,0,0,0,0,112,208,112,208,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000112,31061,default,50001,天狼蜘蛛,0,0,0,2,0,50,1368,136,27360,0,0,0,0,0,118,221,118,221,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000113,31050,default,50001,月魔,0,0,0,4,0,50,4320,432,86400,0,0,0,0,0,140,260,140,260,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000114,31060,default,50001,黑鄂蜘蛛,0,0,0,6,0,50,1440,144,28800,0,0,0,0,0,125,234,125,234,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000115,31026,default,50001,沙漠苍狼,0,0,0,8,0,50,4680,468,93600,0,0,0,0,0,154,286,154,286,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000116,31505,default,50001,巨鼠,0,0,0,9,0,50,1584,158,31680,0,0,0,0,0,133,247,133,247,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000117,31063,default,50001,双头血魔,0,0,0,10,0,50,6048,604,120960,0,0,0,0,0,280,520,280,520,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000118,31120,default,50001,牛魔祭司,0,0,0,12,0,50,6480,648,129600,0,0,0,0,0,315,585,315,585,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000119,31320,default,50001,黄沙统领,0,0,0,14,0,50,7200,720,144000,0,0,0,0,0,244,455,244,455,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000120,31079,default,50001,冰宫勇士,0,0,0,16,0,50,8640,864,172800,0,0,0,0,0,266,494,266,494,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000121,31045,default,50001,剧毒蜈蚣,0,0,0,1,0,50,1579,157,31590,0,0,0,0,0,112,208,112,208,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000122,31120,default,50001,牛魔祭司,0,0,0,2,0,50,1667,166,33344,0,0,0,0,0,118,221,118,221,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000123,31514,default,50001,毒蜘蛛,0,0,0,4,0,50,5265,526,105300,0,0,0,0,0,140,260,140,260,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000124,31121,default,50001,牛魔法老,0,0,0,6,0,50,1755,175,35100,0,0,0,0,0,125,234,125,234,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000125,31072,default,50001,幽灵盗贼,0,0,0,8,0,50,5703,570,114074,0,0,0,0,0,154,286,154,286,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000126,31549,default,50001,墓穴恶蛆,0,0,0,9,0,50,1930,193,38610,0,0,0,0,0,133,247,133,247,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000127,31031,default,50001,红野猪,0,0,0,10,0,50,7371,737,147420,0,0,0,0,0,280,520,280,520,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000128,31086,default,50001,沃玛守卫,0,0,0,12,0,50,7897,789,157950,0,0,0,0,0,315,585,315,585,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000129,31018,default,50001,红蛇,0,0,0,14,0,50,8775,877,175500,0,0,0,0,0,244,455,244,455,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000130,31122,default,50001,冰宫狼人,0,0,0,16,0,50,10530,1053,210600,0,0,0,0,0,266,494,266,494,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000131,31579,default,50001,森林雪人,0,0,0,1,0,50,1903,190,38070,0,0,0,0,0,112,208,112,208,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000132,31601,default,50001,虎蛇,0,0,0,2,0,50,2009,200,40184,0,0,0,0,0,118,221,118,221,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000133,31104,default,50001,白骨枪兵,0,0,0,4,0,50,6345,634,126900,0,0,0,0,0,140,260,140,260,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000134,31079,default,50001,冰宫勇士,0,0,0,6,0,50,2115,211,42300,0,0,0,0,0,125,234,125,234,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000135,31553,default,50001,蛇蝎,0,0,0,8,0,50,6873,687,137474,0,0,0,0,0,154,286,154,286,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000136,31026,default,50001,沙漠苍狼,0,0,0,9,0,50,2326,232,46530,0,0,0,0,0,133,247,133,247,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000137,31103,default,50001,白骨死士,0,0,0,10,0,50,8883,888,177660,0,0,0,0,0,280,520,280,520,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000138,31027,default,50001,沙漠青蛇,0,0,0,12,0,50,9517,951,190350,0,0,0,0,0,315,585,315,585,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000139,31553,default,50001,蛇蝎,0,0,0,14,0,50,10575,1057,211500,0,0,0,0,0,244,455,244,455,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000140,31108,default,50001,烈焰亲卫,0,0,0,16,0,50,12690,1269,253800,0,0,0,0,0,266,494,266,494,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000141,31045,default,50001,剧毒蜈蚣,0,0,0,1,0,50,2268,226,45360,0,0,0,0,0,112,208,112,208,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000142,31530,default,50001,尸卫,0,0,0,2,0,50,2394,239,47880,0,0,0,0,0,118,221,118,221,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000143,31514,default,50001,毒蜘蛛,0,0,0,4,0,50,7560,756,151200,0,0,0,0,0,140,260,140,260,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000144,31022,default,50001,半兽人,0,0,0,6,0,50,2520,252,50400,0,0,0,0,0,125,234,125,234,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000145,31038,default,50001,黑野猪,0,0,0,8,0,50,8190,819,163800,0,0,0,0,0,154,286,154,286,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000146,31545,default,50001,魔龙刀兵,0,0,0,9,0,50,2772,277,55440,0,0,0,0,0,133,247,133,247,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000147,31031,default,50001,红野猪,0,0,0,10,0,50,10584,1058,211680,0,0,0,0,0,280,520,280,520,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000148,31069,default,50001,魔龙斜眼,0,0,0,12,0,50,11340,1134,226800,0,0,0,0,0,315,585,315,585,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000149,31018,default,50001,红蛇,0,0,0,14,0,50,12600,1260,252000,0,0,0,0,0,244,455,244,455,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000150,31544,default,50001,魔龙树蛙,0,0,0,16,0,50,15120,1512,302400,0,0,0,0,0,266,494,266,494,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000151,31524,default,50001,跳跳蜂,0,0,0,1,0,50,2673,267,53460,0,0,0,0,0,112,208,112,208,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000152,31053,default,50001,狐狸战士,0,0,0,2,0,50,2821,282,56430,0,0,0,0,0,118,221,118,221,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000153,31016,default,50001,旱魃,0,0,0,4,0,50,8910,891,178200,0,0,0,0,0,140,260,140,260,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000154,31555,default,50001,狐狸法师,0,0,0,6,0,50,2970,297,59400,0,0,0,0,0,125,234,125,234,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000155,31100,default,50001,火焰沃玛,0,0,0,8,0,50,9652,965,193050,0,0,0,0,0,154,286,154,286,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000156,31310,default,50001,穿山甲,0,0,0,9,0,50,3267,326,65340,0,0,0,0,0,133,247,133,247,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000157,31601,default,50001,虎蛇,0,0,0,10,0,50,12474,1247,249480,0,0,0,0,0,280,520,280,520,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000158,31087,default,50001,祖玛卫士,0,0,0,12,0,50,13365,1336,267300,0,0,0,0,0,315,585,315,585,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000159,31515,default,50001,威尔斯小虫,0,0,0,14,0,50,14850,1485,297000,0,0,0,0,0,244,455,244,455,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000160,31114,default,50001,狐狸道士,0,0,0,16,0,50,17820,1782,356400,0,0,0,0,0,266,494,266,494,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000161,31050,default,50001,月魔,0,0,0,1,0,50,3159,315,63180,0,0,0,0,0,112,208,112,208,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000162,31597,default,50001,皇陵魔蝠,0,0,0,2,0,50,3334,333,66690,0,0,0,0,0,118,221,118,221,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000163,31579,default,50001,森林雪人,0,0,0,4,0,50,10530,1053,210600,0,0,0,0,0,140,260,140,260,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000164,31596,default,50001,皇陵枪卫,0,0,0,6,0,50,3510,351,70200,0,0,0,0,0,125,234,125,234,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000165,31061,default,50001,天狼蜘蛛,0,0,0,8,0,50,11407,1140,228150,0,0,0,0,0,154,286,154,286,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000166,31050,default,50001,月魔,0,0,0,9,0,50,3861,386,77220,0,0,0,0,0,133,247,133,247,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000167,31060,default,50001,黑鄂蜘蛛,0,0,0,10,0,50,14742,1474,294840,0,0,0,0,0,280,520,280,520,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000168,31069,default,50001,魔龙斜眼,0,0,0,12,0,50,15795,1579,315900,0,0,0,0,0,315,585,315,585,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000169,31601,default,50001,虎蛇,0,0,0,14,0,50,17550,1755,351000,0,0,0,0,0,244,455,244,455,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000170,31594,default,50001,皇陵刀卫,0,0,0,16,0,50,21060,2106,421200,0,0,0,0,0,266,494,266,494,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000171,31072,default,50001,幽灵盗贼,0,0,0,1,0,50,3726,372,74520,0,0,0,0,0,112,208,112,208,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000172,31061,default,50001,天狼蜘蛛,0,0,0,2,0,50,3933,393,78660,0,0,0,0,0,118,221,118,221,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000173,31050,default,50001,月魔,0,0,0,4,0,50,12420,1242,248400,0,0,0,0,0,140,260,140,260,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000174,31060,default,50001,黑鄂蜘蛛,0,0,0,6,0,50,4140,414,82800,0,0,0,0,0,125,234,125,234,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
13000175,31079,default,50001,冰宫勇士,0,0,0,8,0,50,13455,1345,269100,0,0,0,0,0,154,286,154,286,10,15,0,0,1,1500,0,0,4001,0,3,50,0,0,0,0,0,女神普通怪,4,0,0,default,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
