id,等级,技能类型,名字,图标,消耗贡献度,增加属性类型,增加属性值,战士血量,战士魔法量,法师血量,法师魔法量,道士血量,道士魔法量,开启所需技能ID
,,,,,,,,,,,,,,
int,int,int,string,string,int,int[],int[],int,int,int,int,int,int,int
110024,24,11,暴击伤害,bjsh,300000,1015,153,0,0,0,0,0,0,0
110025,25,11,暴击伤害,bjsh,300000,1015,160,0,0,0,0,0,0,0
110026,26,11,暴击伤害,bjsh,300000,1015,166,0,0,0,0,0,0,0
110027,27,11,暴击伤害,bjsh,300000,1015,173,0,0,0,0,0,0,0
110028,28,11,暴击伤害,bjsh,300000,1015,180,0,0,0,0,0,0,0
110029,29,11,暴击伤害,bjsh,300000,1015,187,0,0,0,0,0,0,0
110030,30,11,暴击伤害,bjsh,300000,1015,193,0,0,0,0,0,0,0
110031,31,11,暴击伤害,bjsh,350000,1015,200,0,0,0,0,0,0,0
110032,32,11,暴击伤害,bjsh,350000,1015,207,0,0,0,0,0,0,0
110033,33,11,暴击伤害,bjsh,350000,1015,214,0,0,0,0,0,0,0
110034,34,11,暴击伤害,bjsh,350000,1015,220,0,0,0,0,0,0,0
110035,35,11,暴击伤害,bjsh,350000,1015,227,0,0,0,0,0,0,0
110036,36,11,暴击伤害,bjsh,350000,1015,234,0,0,0,0,0,0,0
110037,37,11,暴击伤害,bjsh,350000,1015,241,0,0,0,0,0,0,0
110038,38,11,暴击伤害,bjsh,350000,1015,247,0,0,0,0,0,0,0
110039,39,11,暴击伤害,bjsh,350000,1015,254,0,0,0,0,0,0,0
110040,40,11,暴击伤害,bjsh,350000,1015,261,0,0,0,0,0,0,0
110041,41,11,暴击伤害,bjsh,400000,1015,268,0,0,0,0,0,0,0
110042,42,11,暴击伤害,bjsh,400000,1015,274,0,0,0,0,0,0,0
110043,43,11,暴击伤害,bjsh,400000,1015,281,0,0,0,0,0,0,0
110044,44,11,暴击伤害,bjsh,400000,1015,288,0,0,0,0,0,0,0
110045,45,11,暴击伤害,bjsh,400000,1015,295,0,0,0,0,0,0,0
110046,46,11,暴击伤害,bjsh,400000,1015,301,0,0,0,0,0,0,0
110047,47,11,暴击伤害,bjsh,400000,1015,308,0,0,0,0,0,0,0
110048,48,11,暴击伤害,bjsh,400000,1015,315,0,0,0,0,0,0,0
110049,49,11,暴击伤害,bjsh,400000,1015,322,0,0,0,0,0,0,0
110050,50,11,暴击伤害,bjsh,400000,1015,328,0,0,0,0,0,0,0
110051,51,11,暴击伤害,bjsh,450000,1015,335,0,0,0,0,0,0,0
110052,52,11,暴击伤害,bjsh,450000,1015,342,0,0,0,0,0,0,0
110053,53,11,暴击伤害,bjsh,450000,1015,349,0,0,0,0,0,0,0
110054,54,11,暴击伤害,bjsh,450000,1015,355,0,0,0,0,0,0,0
110055,55,11,暴击伤害,bjsh,450000,1015,362,0,0,0,0,0,0,0
110056,56,11,暴击伤害,bjsh,450000,1015,369,0,0,0,0,0,0,0
110057,57,11,暴击伤害,bjsh,450000,1015,375,0,0,0,0,0,0,0
110058,58,11,暴击伤害,bjsh,450000,1015,382,0,0,0,0,0,0,0
110059,59,11,暴击伤害,bjsh,450000,1015,389,0,0,0,0,0,0,0
110060,60,11,暴击伤害,bjsh,450000,1015,396,0,0,0,0,0,0,0
110061,61,11,暴击伤害,bjsh,500000,1015,402,0,0,0,0,0,0,0
110062,62,11,暴击伤害,bjsh,500000,1015,409,0,0,0,0,0,0,0
110063,63,11,暴击伤害,bjsh,500000,1015,416,0,0,0,0,0,0,0
110064,64,11,暴击伤害,bjsh,500000,1015,423,0,0,0,0,0,0,0
110065,65,11,暴击伤害,bjsh,500000,1015,429,0,0,0,0,0,0,0
110066,66,11,暴击伤害,bjsh,500000,1015,436,0,0,0,0,0,0,0
110067,67,11,暴击伤害,bjsh,500000,1015,443,0,0,0,0,0,0,0
110068,68,11,暴击伤害,bjsh,500000,1015,450,0,0,0,0,0,0,0
110069,69,11,暴击伤害,bjsh,500000,1015,456,0,0,0,0,0,0,0
110070,70,11,暴击伤害,bjsh,500000,1015,463,0,0,0,0,0,0,0
110071,71,11,暴击伤害,bjsh,550000,1015,470,0,0,0,0,0,0,0
110072,72,11,暴击伤害,bjsh,550000,1015,477,0,0,0,0,0,0,0
110073,73,11,暴击伤害,bjsh,550000,1015,483,0,0,0,0,0,0,0
110074,74,11,暴击伤害,bjsh,550000,1015,490,0,0,0,0,0,0,0
110075,75,11,暴击伤害,bjsh,550000,1015,497,0,0,0,0,0,0,0
110076,76,11,暴击伤害,bjsh,550000,1015,504,0,0,0,0,0,0,0
110077,77,11,暴击伤害,bjsh,550000,1015,510,0,0,0,0,0,0,0
110078,78,11,暴击伤害,bjsh,550000,1015,517,0,0,0,0,0,0,0
110079,79,11,暴击伤害,bjsh,550000,1015,524,0,0,0,0,0,0,0
110080,80,11,暴击伤害,bjsh,550000,1015,531,0,0,0,0,0,0,0
110081,81,11,暴击伤害,bjsh,600000,1015,537,0,0,0,0,0,0,0
110082,82,11,暴击伤害,bjsh,600000,1015,544,0,0,0,0,0,0,0
110083,83,11,暴击伤害,bjsh,600000,1015,551,0,0,0,0,0,0,0
110084,84,11,暴击伤害,bjsh,600000,1015,558,0,0,0,0,0,0,0
110085,85,11,暴击伤害,bjsh,600000,1015,564,0,0,0,0,0,0,0
110086,86,11,暴击伤害,bjsh,600000,1015,571,0,0,0,0,0,0,0
110087,87,11,暴击伤害,bjsh,600000,1015,578,0,0,0,0,0,0,0
110088,88,11,暴击伤害,bjsh,600000,1015,585,0,0,0,0,0,0,0
110089,89,11,暴击伤害,bjsh,600000,1015,591,0,0,0,0,0,0,0
110090,90,11,暴击伤害,bjsh,600000,1015,598,0,0,0,0,0,0,0
110091,91,11,暴击伤害,bjsh,650000,1015,605,0,0,0,0,0,0,0
110092,92,11,暴击伤害,bjsh,650000,1015,612,0,0,0,0,0,0,0
110093,93,11,暴击伤害,bjsh,650000,1015,618,0,0,0,0,0,0,0
110094,94,11,暴击伤害,bjsh,650000,1015,625,0,0,0,0,0,0,0
110095,95,11,暴击伤害,bjsh,650000,1015,632,0,0,0,0,0,0,0
110096,96,11,暴击伤害,bjsh,650000,1015,639,0,0,0,0,0,0,0
110097,97,11,暴击伤害,bjsh,650000,1015,645,0,0,0,0,0,0,0
110098,98,11,暴击伤害,bjsh,650000,1015,652,0,0,0,0,0,0,0
110099,99,11,暴击伤害,bjsh,650000,1015,659,0,0,0,0,0,0,0
110100,100,11,暴击伤害,bjsh,650000,1015,666,0,0,0,0,0,0,0
120001,1,12,暴击率,bjl,200000,1014,2,0,0,0,0,0,0,110030
120002,2,12,暴击率,bjl,200000,1014,4,0,0,0,0,0,0,0
120003,3,12,暴击率,bjl,200000,1014,6,0,0,0,0,0,0,0
120004,4,12,暴击率,bjl,200000,1014,8,0,0,0,0,0,0,0
120005,5,12,暴击率,bjl,200000,1014,10,0,0,0,0,0,0,0
120006,6,12,暴击率,bjl,200000,1014,12,0,0,0,0,0,0,0
120007,7,12,暴击率,bjl,200000,1014,14,0,0,0,0,0,0,0
120008,8,12,暴击率,bjl,200000,1014,16,0,0,0,0,0,0,0
120009,9,12,暴击率,bjl,200000,1014,18,0,0,0,0,0,0,0
120010,10,12,暴击率,bjl,200000,1014,20,0,0,0,0,0,0,0
120011,11,12,暴击率,bjl,250000,1014,22,0,0,0,0,0,0,0
120012,12,12,暴击率,bjl,250000,1014,24,0,0,0,0,0,0,0
120013,13,12,暴击率,bjl,250000,1014,26,0,0,0,0,0,0,0
120014,14,12,暴击率,bjl,250000,1014,28,0,0,0,0,0,0,0
120015,15,12,暴击率,bjl,250000,1014,30,0,0,0,0,0,0,0
120016,16,12,暴击率,bjl,250000,1014,32,0,0,0,0,0,0,0
120017,17,12,暴击率,bjl,250000,1014,34,0,0,0,0,0,0,0
120018,18,12,暴击率,bjl,250000,1014,36,0,0,0,0,0,0,0
120019,19,12,暴击率,bjl,250000,1014,38,0,0,0,0,0,0,0
120020,20,12,暴击率,bjl,250000,1014,40,0,0,0,0,0,0,0
120021,21,12,暴击率,bjl,300000,1014,42,0,0,0,0,0,0,0
120022,22,12,暴击率,bjl,300000,1014,44,0,0,0,0,0,0,0
120023,23,12,暴击率,bjl,300000,1014,46,0,0,0,0,0,0,0
120024,24,12,暴击率,bjl,300000,1014,48,0,0,0,0,0,0,0
120025,25,12,暴击率,bjl,300000,1014,50,0,0,0,0,0,0,0
120026,26,12,暴击率,bjl,300000,1014,52,0,0,0,0,0,0,0
120027,27,12,暴击率,bjl,300000,1014,54,0,0,0,0,0,0,0
120028,28,12,暴击率,bjl,300000,1014,56,0,0,0,0,0,0,0
120029,29,12,暴击率,bjl,300000,1014,58,0,0,0,0,0,0,0
120030,30,12,暴击率,bjl,300000,1014,60,0,0,0,0,0,0,0
120031,31,12,暴击率,bjl,350000,1014,62,0,0,0,0,0,0,0
120032,32,12,暴击率,bjl,350000,1014,64,0,0,0,0,0,0,0
120033,33,12,暴击率,bjl,350000,1014,66,0,0,0,0,0,0,0
120034,34,12,暴击率,bjl,350000,1014,68,0,0,0,0,0,0,0
120035,35,12,暴击率,bjl,350000,1014,70,0,0,0,0,0,0,0
120036,36,12,暴击率,bjl,350000,1014,72,0,0,0,0,0,0,0
120037,37,12,暴击率,bjl,350000,1014,74,0,0,0,0,0,0,0
120038,38,12,暴击率,bjl,350000,1014,76,0,0,0,0,0,0,0
120039,39,12,暴击率,bjl,350000,1014,78,0,0,0,0,0,0,0
120040,40,12,暴击率,bjl,350000,1014,80,0,0,0,0,0,0,0
120041,41,12,暴击率,bjl,400000,1014,82,0,0,0,0,0,0,0
120042,42,12,暴击率,bjl,400000,1014,84,0,0,0,0,0,0,0
120043,43,12,暴击率,bjl,400000,1014,86,0,0,0,0,0,0,0
120044,44,12,暴击率,bjl,400000,1014,88,0,0,0,0,0,0,0
120045,45,12,暴击率,bjl,400000,1014,90,0,0,0,0,0,0,0
120046,46,12,暴击率,bjl,400000,1014,92,0,0,0,0,0,0,0
120047,47,12,暴击率,bjl,400000,1014,94,0,0,0,0,0,0,0
120048,48,12,暴击率,bjl,400000,1014,96,0,0,0,0,0,0,0
120049,49,12,暴击率,bjl,400000,1014,98,0,0,0,0,0,0,0
120050,50,12,暴击率,bjl,400000,1014,100,0,0,0,0,0,0,0
120051,51,12,暴击率,bjl,450000,1014,102,0,0,0,0,0,0,0
120052,52,12,暴击率,bjl,450000,1014,104,0,0,0,0,0,0,0
120053,53,12,暴击率,bjl,450000,1014,106,0,0,0,0,0,0,0
120054,54,12,暴击率,bjl,450000,1014,108,0,0,0,0,0,0,0
120055,55,12,暴击率,bjl,450000,1014,110,0,0,0,0,0,0,0
120056,56,12,暴击率,bjl,450000,1014,112,0,0,0,0,0,0,0
120057,57,12,暴击率,bjl,450000,1014,114,0,0,0,0,0,0,0
120058,58,12,暴击率,bjl,450000,1014,116,0,0,0,0,0,0,0
120059,59,12,暴击率,bjl,450000,1014,118,0,0,0,0,0,0,0
120060,60,12,暴击率,bjl,450000,1014,120,0,0,0,0,0,0,0
120061,61,12,暴击率,bjl,500000,1014,122,0,0,0,0,0,0,0
120062,62,12,暴击率,bjl,500000,1014,124,0,0,0,0,0,0,0
120063,63,12,暴击率,bjl,500000,1014,126,0,0,0,0,0,0,0
120064,64,12,暴击率,bjl,500000,1014,128,0,0,0,0,0,0,0
120065,65,12,暴击率,bjl,500000,1014,130,0,0,0,0,0,0,0
120066,66,12,暴击率,bjl,500000,1014,132,0,0,0,0,0,0,0
120067,67,12,暴击率,bjl,500000,1014,134,0,0,0,0,0,0,0
120068,68,12,暴击率,bjl,500000,1014,136,0,0,0,0,0,0,0
120069,69,12,暴击率,bjl,500000,1014,138,0,0,0,0,0,0,0
120070,70,12,暴击率,bjl,500000,1014,140,0,0,0,0,0,0,0
120071,71,12,暴击率,bjl,550000,1014,142,0,0,0,0,0,0,0
120072,72,12,暴击率,bjl,550000,1014,144,0,0,0,0,0,0,0
120073,73,12,暴击率,bjl,550000,1014,146,0,0,0,0,0,0,0
120074,74,12,暴击率,bjl,550000,1014,148,0,0,0,0,0,0,0
120075,75,12,暴击率,bjl,550000,1014,150,0,0,0,0,0,0,0
120076,76,12,暴击率,bjl,550000,1014,152,0,0,0,0,0,0,0
120077,77,12,暴击率,bjl,550000,1014,154,0,0,0,0,0,0,0
120078,78,12,暴击率,bjl,550000,1014,156,0,0,0,0,0,0,0
120079,79,12,暴击率,bjl,550000,1014,158,0,0,0,0,0,0,0
120080,80,12,暴击率,bjl,550000,1014,160,0,0,0,0,0,0,0
120081,81,12,暴击率,bjl,600000,1014,162,0,0,0,0,0,0,0
120082,82,12,暴击率,bjl,600000,1014,164,0,0,0,0,0,0,0
120083,83,12,暴击率,bjl,600000,1014,166,0,0,0,0,0,0,0
120084,84,12,暴击率,bjl,600000,1014,168,0,0,0,0,0,0,0
120085,85,12,暴击率,bjl,600000,1014,170,0,0,0,0,0,0,0
120086,86,12,暴击率,bjl,600000,1014,172,0,0,0,0,0,0,0
120087,87,12,暴击率,bjl,600000,1014,174,0,0,0,0,0,0,0
120088,88,12,暴击率,bjl,600000,1014,176,0,0,0,0,0,0,0
120089,89,12,暴击率,bjl,600000,1014,178,0,0,0,0,0,0,0
120090,90,12,暴击率,bjl,600000,1014,180,0,0,0,0,0,0,0
120091,91,12,暴击率,bjl,650000,1014,182,0,0,0,0,0,0,0
120092,92,12,暴击率,bjl,650000,1014,184,0,0,0,0,0,0,0
120093,93,12,暴击率,bjl,650000,1014,186,0,0,0,0,0,0,0
120094,94,12,暴击率,bjl,650000,1014,188,0,0,0,0,0,0,0
120095,95,12,暴击率,bjl,650000,1014,190,0,0,0,0,0,0,0
120096,96,12,暴击率,bjl,650000,1014,192,0,0,0,0,0,0,0
120097,97,12,暴击率,bjl,650000,1014,194,0,0,0,0,0,0,0
120098,98,12,暴击率,bjl,650000,1014,196,0,0,0,0,0,0,0
120099,99,12,暴击率,bjl,650000,1014,198,0,0,0,0,0,0,0
120100,100,12,暴击率,bjl,650000,1014,200,0,0,0,0,0,0,0
